mkt_email,next_mnth_pv,age,tenure,ammount_spent,vehicle,food,beverage,art,baby,personal_care,toys,clothing,decor,cell_phones,construction,home_appliances,electronics,sports,tools,games,industry,pc,jewel,books,music_books_movies,health
0,35.31,30.0,1.0,149.81,0,1,1,0,2,1,0,4,1,2,0,1,3,1,2,4,2,5,1,1,3,4
1,2359.28,38.0,0.0,69.84,0,1,1,0,1,3,0,4,3,3,2,2,2,1,0,4,0,3,0,1,0,7
0,160.63,24.0,2.0,65.62,0,0,2,1,0,2,0,1,0,6,0,2,4,2,1,0,0,3,2,0,1,1
0,75.23,32.0,1.0,127.11,0,1,1,0,1,1,3,2,3,6,1,0,1,1,0,1,0,0,2,1,1,1
0,74.6,39.0,0.0,110.44,0,1,1,2,0,0,0,1,2,3,1,0,3,0,2,2,1,3,2,2,1,1
0,21.74,21.0,0.0,481.03,0,1,0,0,1,1,0,3,1,4,0,0,6,2,0,1,1,2,1,0,1,3
1,1694.87,27.0,0.0,43.38,0,0,2,2,0,0,0,5,2,3,2,1,1,0,2,2,1,6,0,0,0,3
1,1459.5,32.0,0.0,116.59,0,0,1,1,0,0,2,2,0,2,1,1,2,0,3,4,0,3,1,1,1,2
0,140.93,44.0,0.0,18.3,0,1,2,0,1,2,1,1,0,4,1,2,2,2,1,2,1,2,1,0,1,2
1,1204.34,66.0,0.0,163.25,0,2,0,2,1,0,0,2,0,3,0,1,0,1,0,2,1,3,1,1,2,1
0,39.69,28.0,0.0,154.25,0,0,1,0,1,2,1,1,3,1,1,0,2,3,3,4,1,0,0,0,0,3
1,1519.09,22.0,1.0,129.4,0,0,0,2,0,3,1,1,2,2,1,0,2,0,1,4,2,3,1,0,0,1
1,1417.02,23.0,0.0,12.68,0,1,0,1,3,2,0,3,1,3,1,1,0,0,0,0,0,3,1,1,1,3
0,413.72,29.0,1.0,438.56,0,0,1,2,1,1,0,2,0,6,0,2,2,1,2,2,1,1,0,0,0,1
0,21.45,56.0,0.0,285.79,0,0,0,2,0,1,1,3,0,3,0,4,0,0,0,4,0,4,1,1,1,1
1,959.6,22.0,1.0,46.22,0,2,0,1,0,1,3,1,0,1,1,1,1,2,0,0,0,4,1,2,0,1
0,95.68,35.0,1.0,86.11,0,1,1,3,1,4,0,3,0,0,1,2,1,1,1,2,2,4,1,0,2,3
0,314.38,40.0,1.0,219.72,0,1,1,1,0,1,0,2,2,5,0,0,0,1,0,5,1,0,0,0,1,1
0,256.34,28.0,2.0,68.25,0,1,1,1,1,1,0,2,0,3,2,1,1,0,1,4,1,2,2,0,1,0
1,1856.88,44.0,0.0,91.42,0,1,0,3,1,1,3,1,0,1,1,0,1,1,3,4,0,4,2,1,2,2
1,1769.66,54.0,0.0,92.44,0,2,0,0,3,0,0,1,1,4,2,1,0,0,0,3,2,1,0,0,1,3
1,2248.68,25.0,0.0,104.77,0,1,1,0,1,1,1,4,0,6,1,0,3,1,2,2,4,2,1,1,0,4
1,1175.45,44.0,0.0,85.68,0,2,2,2,0,1,0,0,2,5,0,0,5,1,0,0,1,2,0,0,0,0
1,1599.0,38.0,0.0,52.08,0,0,0,0,0,1,0,1,2,5,3,2,0,1,1,2,1,3,1,0,1,1
1,1408.83,33.0,1.0,77.54,0,0,0,1,0,1,0,2,2,2,0,2,2,1,1,3,0,2,0,0,1,2
1,1909.02,30.0,0.0,205.14,0,5,1,0,0,1,3,1,1,2,0,2,1,2,2,0,3,2,3,0,1,1
0,167.71,50.0,0.0,199.59,1,1,0,0,1,1,1,2,2,3,0,3,0,1,1,1,1,1,2,1,3,2
1,1726.11,25.0,0.0,148.08,0,1,3,1,1,0,0,3,2,4,0,1,1,1,1,4,0,2,2,2,0,0
0,86.3,30.0,1.0,53.46,0,0,0,0,3,0,1,2,1,1,0,1,2,1,2,2,1,2,1,1,3,1
0,31.27,42.0,0.0,154.17,0,0,1,1,1,1,2,2,2,2,0,1,3,2,0,0,0,3,3,3,3,2
0,56.73,35.0,1.0,49.08,0,1,0,2,3,3,1,4,1,5,1,0,2,1,0,3,2,2,1,0,0,0
1,1937.0,48.0,0.0,109.08,0,1,1,0,0,1,0,3,1,5,0,0,1,0,3,2,2,5,1,3,0,3
1,1960.04,27.0,1.0,83.8,0,2,0,2,1,0,1,4,1,4,0,1,1,0,1,2,2,0,3,0,1,3
1,1485.52,45.0,0.0,35.67,0,1,0,3,0,0,0,2,1,4,0,0,4,2,0,2,2,5,0,2,1,2
1,1577.45,42.0,0.0,60.31,0,2,1,0,0,1,0,2,1,6,0,0,1,2,0,0,1,3,4,1,2,0
1,1445.17,39.0,3.0,177.41,0,0,0,2,3,0,2,2,0,3,0,0,1,1,1,3,1,1,0,1,1,1
0,62.73,27.0,0.0,243.9,0,2,0,1,2,2,1,3,0,6,1,0,3,0,2,2,2,0,2,2,1,2
1,1404.91,43.0,0.0,22.98,0,2,0,2,0,1,0,2,1,1,1,1,0,3,1,0,0,2,1,1,2,4
1,998.5,29.0,0.0,60.92,0,0,0,0,2,1,0,1,0,2,0,0,2,2,0,1,1,5,1,0,2,0
0,77.51,81.0,1.0,56.83,0,1,2,0,1,2,0,2,1,4,1,1,2,3,1,4,2,1,0,1,2,3
0,191.17,27.0,2.0,67.14,1,0,1,2,0,0,0,4,0,2,1,2,0,1,1,1,2,2,1,0,2,4
0,219.21,27.0,1.0,375.61,0,1,0,1,2,2,2,1,1,4,2,2,2,0,1,3,0,1,3,2,1,2
0,55.75,41.0,0.0,73.14,0,1,0,4,2,1,1,1,0,1,1,1,0,0,1,1,4,3,1,0,2,1
1,2123.24,20.0,0.0,177.24,0,0,2,1,1,0,3,3,2,4,1,3,4,1,1,3,1,2,1,1,0,1
1,1427.67,28.0,0.0,109.05,0,1,1,0,0,1,0,3,0,3,1,0,0,0,1,2,3,2,0,0,1,3
0,20.68,37.0,0.0,11.34,0,1,0,1,2,1,1,1,1,4,0,1,4,3,0,1,1,3,2,3,1,2
0,1.37,34.0,0.0,118.96,0,0,1,0,0,0,0,2,1,2,1,0,0,1,1,3,0,6,0,2,2,2
0,2.26,23.0,1.0,104.15,0,1,0,2,0,2,0,4,1,1,2,2,6,0,2,3,1,6,0,2,1,2
1,1937.13,53.0,0.0,142.08,0,0,0,1,0,3,0,4,0,2,2,2,2,1,2,3,2,2,1,1,2,1
0,52.27,57.0,0.0,7.74,0,1,2,1,0,0,0,2,0,6,0,2,2,0,0,0,1,4,0,0,0,0
1,1902.11,37.0,0.0,27.62,0,1,0,1,1,1,1,6,4,2,1,3,0,0,0,3,0,2,0,0,2,3
0,122.22,23.0,0.0,146.66,0,2,1,3,0,2,0,0,2,3,1,1,1,0,0,1,0,5,2,3,1,2
0,115.1,21.0,0.0,46.3,0,1,2,3,2,2,1,3,1,3,0,2,0,0,0,2,1,2,1,1,0,0
1,1047.89,26.0,0.0,241.71,0,1,0,0,0,1,1,1,1,0,1,1,2,1,0,4,0,3,1,0,0,0
0,95.88,41.0,0.0,72.91,1,0,1,0,1,1,2,1,1,5,2,1,1,0,0,2,0,1,0,2,1,0
1,1222.59,27.0,0.0,0.1,0,0,1,1,2,0,2,1,2,2,2,1,3,1,0,1,0,3,2,2,1,0
0,0.35,25.0,0.0,120.01,0,1,3,1,0,1,2,5,0,6,1,1,4,1,0,1,1,0,0,0,1,1
0,155.35,41.0,0.0,72.04,0,1,3,2,1,1,2,0,0,0,2,0,3,0,0,2,0,2,1,2,3,1
1,2020.63,32.0,1.0,38.14,2,1,1,1,0,3,1,2,4,2,3,0,2,0,1,0,2,2,0,1,1,5
1,1612.03,40.0,0.0,2.07,0,1,0,1,0,2,0,0,1,6,2,0,2,2,2,2,0,1,2,2,1,1
1,944.14,46.0,0.0,22.16,0,0,1,2,1,1,1,0,1,2,2,0,2,0,0,0,2,2,0,0,2,2
0,8.79,30.0,1.0,17.63,0,2,0,0,3,3,0,2,0,6,2,1,1,1,1,3,1,1,0,1,1,1
1,1416.82,34.0,1.0,87.43,0,2,1,1,1,1,0,3,0,3,1,0,2,0,2,3,1,1,2,0,0,0
0,4.34,30.0,0.0,146.77,0,1,0,0,0,0,2,3,3,3,0,1,1,0,1,0,0,3,2,0,1,1
0,171.54,38.0,1.0,26.74,0,0,1,1,1,1,0,0,0,2,1,1,0,2,2,1,2,1,1,2,2,3
0,113.94,35.0,2.0,119.64,0,0,1,0,1,1,1,2,0,5,1,0,3,0,1,0,0,1,0,0,0,4
0,54.74,40.0,0.0,230.08,0,1,0,3,1,0,0,1,1,2,3,1,1,3,0,0,2,3,1,1,1,1
1,1714.47,52.0,1.0,97.18,0,0,0,2,3,1,1,3,1,3,1,0,3,1,1,1,0,1,1,1,2,1
1,1441.66,45.0,0.0,149.45,0,0,0,0,3,1,2,1,1,2,0,0,3,1,2,1,1,2,3,0,0,2
1,2014.49,25.0,0.0,22.84,0,1,1,3,3,2,2,3,0,4,1,1,0,0,1,2,0,6,1,2,1,4
0,22.32,32.0,0.0,7.79,0,2,1,2,2,0,0,1,3,2,0,2,1,1,1,2,1,2,0,3,2,4
1,1721.3,29.0,1.0,45.47,0,0,1,2,2,0,2,4,1,2,2,0,3,1,1,1,1,0,3,0,0,2
1,1816.58,33.0,1.0,123.45,1,1,1,1,1,0,2,4,2,1,0,0,1,5,1,2,0,3,0,1,1,2
0,191.38,50.0,0.0,115.87,0,0,0,0,2,1,2,1,1,1,2,1,1,2,1,2,0,2,3,1,0,2
1,1645.41,25.0,0.0,310.29,0,1,1,0,0,1,3,2,0,6,1,0,2,0,1,1,2,1,3,2,2,2
1,1880.48,30.0,0.0,99.42,0,0,0,2,1,1,0,4,2,4,0,2,1,0,0,4,0,4,0,2,0,4
0,5.05,34.0,0.0,52.98,0,0,0,0,0,0,2,1,1,2,0,1,3,0,2,2,3,2,0,1,1,0
0,168.11,31.0,1.0,159.52,0,0,1,3,3,3,0,4,1,3,1,2,2,2,3,0,0,0,2,1,0,0
0,56.95,28.0,0.0,16.61,0,0,0,1,1,2,2,4,1,1,2,0,1,1,1,1,0,1,3,1,0,0
0,92.97,39.0,0.0,167.68,1,2,1,1,1,1,1,3,1,2,0,2,2,1,0,3,3,2,2,1,1,0
0,11.15,36.0,0.0,45.56,0,0,2,0,0,0,0,6,1,4,1,1,1,2,0,0,1,1,1,0,1,3
0,29.48,31.0,1.0,16.72,0,1,2,1,0,0,0,0,1,5,1,1,3,1,0,1,3,2,1,1,0,2
1,1698.22,23.0,1.0,17.69,0,1,1,0,0,1,0,0,0,4,2,0,0,2,3,1,5,0,1,2,0,1
0,11.71,40.0,0.0,411.03,0,2,2,1,0,1,3,3,0,5,0,2,2,0,1,2,1,1,0,2,0,3
0,22.85,29.0,0.0,97.61,0,1,1,4,0,0,1,0,1,3,2,2,1,0,2,2,3,1,1,0,1,4
1,1616.45,67.0,0.0,19.15,0,0,2,1,0,1,1,1,0,4,1,1,1,2,1,4,0,3,0,0,0,4
1,1574.13,53.0,2.0,31.27,0,2,0,0,1,1,1,3,0,6,0,0,1,1,1,1,1,0,1,1,0,3
0,102.1,49.0,0.0,46.53,0,0,0,1,0,0,2,1,3,4,1,1,5,0,0,2,0,1,0,1,0,1
0,21.68,42.0,0.0,5.75,0,2,3,1,0,1,2,1,2,4,1,1,1,1,0,3,0,3,1,1,4,2
0,83.97,53.0,0.0,11.48,0,0,2,0,0,1,0,4,2,3,1,0,3,0,2,2,1,3,1,0,0,0
0,38.58,51.0,0.0,143.45,0,1,2,1,0,0,4,2,1,2,3,2,1,2,1,0,2,3,0,2,0,1
1,1797.28,39.0,0.0,154.59,0,2,0,0,3,0,1,2,3,1,0,1,0,2,1,4,2,2,0,1,2,0
1,1420.09,42.0,0.0,444.26,0,1,2,1,1,2,1,0,2,4,2,0,3,0,1,2,1,0,1,1,1,0
0,31.42,55.0,0.0,7.0,0,2,4,2,2,0,2,2,1,4,2,1,0,0,2,2,0,0,0,1,1,3
0,31.14,41.0,0.0,219.99,0,1,1,1,0,0,0,1,1,3,0,1,1,2,1,3,0,4,2,0,1,1
1,1927.85,29.0,0.0,38.16,0,0,2,0,1,1,0,5,2,5,1,3,1,0,0,3,1,2,0,3,1,1
1,1797.16,52.0,0.0,39.73,1,3,0,1,0,3,1,2,1,1,0,2,2,3,1,3,1,1,0,0,0,1
1,2043.48,45.0,1.0,13.61,0,0,1,2,2,1,0,7,2,2,2,1,1,1,0,2,1,4,3,0,3,2
0,232.28,22.0,0.0,429.04,0,1,1,1,2,0,0,2,2,3,1,2,2,1,1,4,1,1,0,1,1,4
0,53.97,35.0,0.0,396.27,0,0,2,3,1,1,3,2,1,0,0,0,1,2,0,2,2,4,3,2,0,3
0,26.08,29.0,1.0,200.12,0,1,2,1,1,0,1,3,0,4,0,0,1,2,1,3,0,1,1,0,0,2
0,45.39,52.0,1.0,9.52,1,0,2,0,0,1,2,1,0,0,2,2,1,0,2,2,1,4,1,1,3,2
1,1791.45,33.0,0.0,184.29,0,2,2,0,1,2,0,2,0,2,1,1,3,1,1,3,1,4,0,0,1,5
0,7.15,27.0,0.0,100.68,0,0,0,2,0,1,1,1,1,5,1,0,2,2,3,0,0,5,0,1,2,0
1,1515.91,52.0,1.0,13.79,0,2,3,3,2,0,1,1,1,2,2,2,3,0,0,2,0,2,0,3,2,4
1,1430.31,28.0,0.0,30.35,0,1,1,2,2,0,1,4,1,3,2,0,0,0,0,2,1,2,2,0,0,1
1,1526.89,22.0,1.0,116.87,1,0,2,1,0,0,5,4,4,1,1,0,1,0,1,2,1,0,1,0,2,0
0,29.8,41.0,1.0,162.68,0,2,1,1,3,2,0,4,1,3,1,0,0,1,0,1,2,2,1,2,1,3
1,1642.25,39.0,0.0,188.44,0,1,1,0,1,4,1,1,1,2,3,0,1,1,0,3,1,1,0,0,0,3
0,57.29,37.0,0.0,78.49,0,0,0,0,1,2,3,1,4,2,2,1,2,0,2,0,0,3,0,2,0,3
0,18.64,39.0,0.0,76.49,1,0,0,2,1,1,3,2,0,4,1,0,3,4,1,1,0,0,1,0,2,3
1,1461.97,48.0,4.0,115.27,0,0,0,1,1,3,1,0,1,4,1,2,4,0,0,2,2,5,0,0,1,1
0,38.19,40.0,1.0,150.38,0,2,1,4,2,3,1,5,0,2,0,1,3,0,1,0,2,3,0,0,3,1
0,6.48,29.0,0.0,18.7,0,0,0,1,1,4,1,0,0,1,0,0,3,0,0,2,4,2,1,0,0,3
1,1497.22,25.0,0.0,134.64,0,0,4,1,0,0,3,3,0,4,1,1,1,0,1,2,1,3,1,0,1,1
0,9.4,22.0,1.0,41.81,0,1,2,0,0,0,3,1,3,2,4,0,0,1,0,1,1,4,2,0,0,3
0,149.82,46.0,2.0,48.41,0,0,0,1,1,2,1,4,2,7,0,0,1,0,0,1,0,2,0,2,1,4
0,100.41,32.0,1.0,8.09,0,1,2,3,3,0,0,1,2,7,3,1,2,1,0,0,1,1,1,1,1,1
1,2185.53,30.0,0.0,88.78,0,1,1,1,3,2,1,2,3,5,1,2,1,1,2,1,1,4,4,0,0,1
0,10.68,23.0,0.0,9.81,0,1,0,0,0,3,2,4,2,1,1,1,4,2,0,1,1,3,2,1,0,0
1,1816.74,31.0,0.0,244.34,1,1,3,2,1,0,2,2,2,1,3,0,1,1,2,1,2,4,0,1,2,2
1,1967.84,42.0,1.0,97.01,0,1,0,1,0,2,1,3,0,9,1,1,2,0,2,3,0,5,2,1,1,0
0,187.81,39.0,0.0,463.38,0,1,5,0,0,0,2,4,1,5,0,1,2,1,2,2,0,3,0,2,1,4
1,1603.24,27.0,1.0,28.19,1,3,1,1,0,1,0,2,0,5,2,0,1,0,2,4,1,1,0,1,0,0
1,1493.88,33.0,0.0,113.82,0,0,0,0,0,0,0,3,2,1,0,2,0,1,1,1,1,0,3,1,2,0
0,2.72,27.0,0.0,333.63,0,4,4,2,1,1,3,5,0,1,1,2,1,2,0,0,0,1,4,1,1,5
0,253.52,22.0,1.0,35.46,0,0,1,0,2,1,0,3,0,3,1,0,2,2,1,3,2,4,0,0,0,2
1,1613.1,58.0,1.0,10.13,0,1,0,1,3,1,1,2,0,5,0,0,2,2,0,1,0,3,1,1,3,2
0,105.52,29.0,0.0,100.51,0,0,0,0,0,0,1,2,1,4,3,1,1,0,2,1,1,3,0,1,2,0
0,251.9,53.0,0.0,45.59,0,2,4,1,1,2,0,3,1,1,1,1,1,1,2,0,0,3,1,1,1,1
0,22.93,34.0,0.0,31.89,0,0,3,0,3,1,3,3,0,4,1,0,3,1,0,0,1,3,2,3,0,2
1,1745.2,44.0,1.0,504.95,0,0,0,1,1,2,0,3,0,3,0,1,2,1,0,0,2,5,1,2,1,3
0,132.71,45.0,0.0,140.29,0,1,0,1,2,1,2,4,4,4,1,2,0,2,1,4,0,2,0,0,1,2
0,38.5,38.0,0.0,66.44,1,3,0,0,2,2,0,4,1,6,0,2,3,1,0,2,0,0,2,1,1,1
1,1000.6,43.0,0.0,5.13,0,0,1,1,1,0,0,0,2,4,1,1,2,1,1,0,0,1,1,1,1,0
0,44.2,44.0,1.0,21.27,0,0,1,0,1,2,2,0,2,2,4,3,3,2,1,2,0,0,3,1,1,0
0,37.78,49.0,1.0,35.49,0,2,4,2,2,0,0,6,1,2,0,0,2,3,1,0,1,0,1,1,0,0
1,1445.59,21.0,0.0,66.79,0,0,1,0,0,3,1,0,1,2,1,1,1,1,1,3,1,3,0,1,0,3
0,198.21,29.0,3.0,68.77,0,1,0,0,3,1,0,3,0,6,0,1,1,1,0,1,1,3,0,1,1,3
0,88.08,68.0,0.0,2.5,0,2,1,0,2,2,0,3,1,1,0,3,1,0,0,1,1,1,2,0,0,1
1,1551.15,21.0,0.0,287.1,1,0,0,1,1,1,0,0,2,3,0,3,1,0,1,3,2,2,1,0,1,1
1,1134.12,32.0,1.0,78.27,0,0,1,1,1,0,1,3,0,3,0,0,3,1,1,1,0,3,1,0,3,1
1,1238.74,36.0,0.0,1.99,0,2,0,0,1,0,0,1,4,2,1,0,1,0,0,1,2,0,0,1,2,4
1,1632.0,40.0,2.0,120.84,0,1,1,2,0,1,1,1,3,3,0,2,2,1,1,2,0,0,2,0,0,4
1,1800.68,53.0,0.0,7.4,0,4,0,0,0,1,3,0,4,10,0,0,0,0,0,1,0,0,0,1,3,1
1,2142.82,39.0,0.0,127.72,0,0,1,1,2,1,2,3,0,4,1,1,3,2,2,1,3,4,0,0,3,2
1,1615.37,53.0,0.0,120.9,0,4,0,0,1,0,0,2,3,3,1,4,2,0,3,2,0,1,0,1,0,0
0,145.7,32.0,0.0,419.46,0,0,1,1,0,0,2,1,0,1,0,2,2,2,0,4,2,3,0,1,1,3
0,35.68,20.0,0.0,41.86,1,0,1,0,0,0,2,2,2,5,0,0,1,0,1,3,1,0,1,1,4,5
1,1681.5,48.0,0.0,15.59,0,1,0,0,0,0,0,2,0,5,2,2,0,1,2,2,1,1,1,0,0,5
1,1909.87,33.0,0.0,9.64,0,2,1,3,2,2,1,4,1,2,0,2,3,0,0,3,1,2,2,1,0,2
0,35.18,27.0,1.0,7.44,0,2,1,1,0,2,1,2,4,2,1,2,1,0,0,2,0,2,0,0,0,4
0,262.11,60.0,0.0,166.25,0,1,0,1,2,0,1,3,3,5,1,0,2,0,1,2,0,5,2,1,2,2
1,1586.51,27.0,1.0,126.78,0,1,1,1,1,1,2,0,0,5,1,1,3,3,0,2,0,3,1,1,0,2
1,1045.3,31.0,0.0,372.62,0,0,0,1,0,1,0,0,0,2,1,2,1,0,2,2,0,2,0,2,1,2
0,47.94,37.0,0.0,36.99,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,2,1,2,2,0,1
0,169.17,33.0,0.0,162.51,0,0,0,0,1,2,1,2,3,3,2,0,0,0,1,1,2,1,1,1,0,0
1,2105.8,28.0,0.0,9.76,1,2,0,0,2,3,2,2,1,6,1,0,3,2,0,2,0,5,0,2,0,1
1,2057.79,43.0,1.0,234.22,0,2,4,0,1,0,0,2,1,6,2,4,1,0,1,0,2,2,2,2,1,3
1,2485.54,28.0,2.0,5.32,0,1,1,0,2,3,1,2,2,3,1,1,2,4,2,3,0,3,1,2,4,5
1,1861.02,52.0,0.0,155.06,0,2,1,2,0,2,3,2,1,2,1,1,1,1,0,6,1,0,0,0,0,2
0,33.19,66.0,0.0,36.72,0,2,2,0,0,1,1,2,0,2,1,2,1,1,1,0,0,1,0,1,1,4
1,1774.44,39.0,0.0,19.99,0,0,1,1,2,3,0,1,0,4,0,2,1,0,0,2,3,4,0,1,2,3
0,4.64,39.0,3.0,121.91,0,1,1,0,0,0,1,2,0,2,0,2,1,2,0,2,1,3,0,3,0,0
1,1289.65,28.0,1.0,226.22,2,1,0,0,2,3,0,1,0,0,0,0,2,0,3,1,0,1,0,2,1,4
1,1915.83,72.0,0.0,144.45,1,0,0,0,2,2,1,3,1,3,0,0,2,2,1,0,2,1,0,5,2,1
0,18.78,25.0,0.0,37.56,0,2,0,0,2,2,0,3,1,4,0,0,0,0,0,0,2,2,0,1,0,4
0,32.37,39.0,0.0,43.63,0,0,2,0,1,3,1,2,1,2,3,2,2,0,1,3,0,2,0,1,2,0
1,1306.78,54.0,1.0,20.99,0,0,0,1,2,1,0,0,0,3,2,0,3,1,1,1,2,3,0,1,2,3
0,69.82,29.0,1.0,173.76,0,1,0,3,3,0,0,5,2,3,1,1,2,0,0,4,2,3,0,0,2,0
1,1384.34,35.0,2.0,11.33,0,0,1,1,1,1,1,3,0,1,1,1,3,1,1,2,1,3,0,3,1,2
1,881.9,28.0,0.0,233.53,0,1,2,1,2,0,1,1,0,0,0,0,3,0,0,1,1,1,3,1,2,1
1,1396.84,45.0,1.0,91.91,0,3,2,1,1,1,3,2,0,3,0,0,1,1,0,1,1,5,2,1,0,1
1,1387.64,50.0,0.0,88.88,0,2,1,0,0,0,2,2,0,5,2,0,0,1,0,2,1,1,0,1,1,2
1,1754.94,27.0,0.0,181.91,0,2,1,2,1,0,0,5,1,2,1,0,1,2,0,1,3,3,2,0,1,2
0,9.69,22.0,0.0,110.12,0,0,0,1,1,0,0,2,2,2,0,1,1,0,1,3,0,2,0,0,0,0
0,82.33,19.0,1.0,36.27,0,2,3,0,0,1,1,1,1,3,0,4,3,0,1,1,2,3,0,0,1,2
1,1913.52,29.0,0.0,43.0,1,1,3,2,2,1,4,2,5,1,1,2,4,2,0,1,1,2,0,0,0,0
0,42.43,36.0,0.0,19.0,0,0,0,1,1,0,1,2,0,3,0,2,1,0,0,0,0,3,0,1,0,3
0,166.05,54.0,1.0,62.37,0,0,2,1,0,0,2,1,1,1,0,0,2,0,2,4,1,0,1,0,2,1
0,89.03,39.0,1.0,11.67,0,0,2,0,1,0,0,2,0,3,0,1,3,2,0,3,1,1,3,1,1,2
1,1491.47,34.0,1.0,105.85,0,2,0,3,0,0,1,2,0,3,1,1,3,1,1,3,0,1,1,2,0,3
0,8.55,45.0,1.0,18.54,0,3,2,0,0,0,2,0,1,4,1,1,1,0,3,0,0,4,1,0,0,0
0,41.7,45.0,1.0,199.46,0,0,1,0,2,1,3,2,3,5,0,0,2,0,0,1,2,4,2,1,1,4
1,1948.84,34.0,0.0,120.55,0,1,3,0,2,0,2,2,0,5,0,0,0,0,3,6,1,0,0,0,0,2
1,1301.79,23.0,0.0,222.11,0,0,0,1,0,2,2,0,1,4,2,1,4,0,1,0,1,0,0,1,0,2
0,363.85,48.0,1.0,9.11,0,0,0,1,1,0,0,1,3,7,3,1,2,0,2,2,2,2,1,2,0,4
1,1953.58,37.0,1.0,160.2,0,2,0,0,1,2,2,3,0,6,1,0,4,0,3,3,1,3,1,0,0,0
0,176.34,24.0,0.0,212.7,0,1,1,4,1,0,2,2,0,1,1,2,4,2,0,1,1,3,1,1,2,2
0,1.57,41.0,0.0,4.56,0,3,1,2,0,0,3,6,1,3,0,0,1,1,1,0,1,3,0,1,1,3
1,1736.63,30.0,1.0,698.68,0,0,4,1,1,2,1,3,0,2,0,0,0,1,2,2,1,1,1,2,1,3
0,374.81,56.0,1.0,35.76,0,1,1,1,0,3,0,2,0,1,2,0,1,1,1,2,3,3,1,0,0,6
